2026-05-12 15:21:17 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:09 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:11 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:13 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:15 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:16 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:16 ERROR Chat error: 'NoneType' object has no attribute 'google_aistudio_api_key'
2026-05-12 15:22:17 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:19 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:21 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:23 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:25 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:27 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:29 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:31 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:33 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
2026-05-12 15:22:35 ERROR Failed to load config: AppConfig.__init__() missing 42 required positional arguments: 'lm_studio_base_url', 'model_name', 'personality_path', 'tts_output_dir', 'rvc_output_dir', 'history_file', 'tts_voice', 'tts_rate', 'tts_volume', 'tts_output_format', 'tts_default_speaker', 'tts_default_pitch_semitones', 'applio_path', 'applio_timeout', 'rvc_model_pth', 'rvc_model_index', 'rvc_embedder_model', 'rvc_embedder_custom', 'rvc_f0_method', 'audio_output_device', 'audio_play_output', 'temperature', 'restream_client_id', 'restream_client_secret', 'restream_redirect_uri', 'voice_input_sample_rate', 'voice_input_channels', 'voice_input_duration_seconds', 'voice_input_language', 'voice_input_device_name', 'voice_input_device', 'vtuber_studio_api_url', 'vtuber_studio_auth_token', 'vtuber_studio_enabled', 'vtuber_studio_expression_hotkey', 'vtuber_studio_clear_hotkey', 'max_tokens', 'max_history_messages', 'request_timeout', 'google_aistudio_api_key', 'google_aistudio_model', and 'google_aistudio_enabled'
